48.2471877	26.29897163	0
49.14720547	39.65809366	0
51.59459773	54.22326022	0
54.98528152	43.00148258	0
52.40596364	38.94790335	0
50.29157263	39.93413439	0
55.26130862	40.72074272	0
52.71486215	46.70042027	0
55.77568244	37.13970283	0
50.39298357	43.57390491	0
49.98336307	44.91842002	0
51.11957547	40.70178658	0
51.1082625	38.35740482	0
51.03731509	31.59613253	0
48.1150745	35.55822569	0
49.04127208	51.1945883	0
46.54678277	35.03066647	0
53.99984856	41.62354354	0
46.68509645	34.43831257	0
47.26607257	37.29305046	0
66.09325409	35.13788225	0
52.28754061	37.54879809	0
54.16431476	44.76711193	0
45.36993982	46.53431016	0
49.96155907	31.84352419	0
49.37929033	40.13059207	0
43.72606908	32.34012193	0
49.90187348	45.2436144	0
51.05487288	40.94319603	0
54.26025508	34.37166935	0
46.78712811	43.25387418	0
54.05465016	40.8628831	0
53.22920869	40.26653197	0
46.39410362	28.76857717	0
55.07609911	23.48721419	0
49.35629262	51.13237886	0
47.38859515	42.7915803	0
50.6778032	39.48921413	0
46.23399617	41.94306949	0
48.07295012	35.7024329	0
51.7264756	42.41133876	0
56.70061127	41.06981133	0
50.1011108	30.2352738	0
51.16349383	35.12703653	0
49.42119985	41.75391051	0
45.07133452	35.77449898	0
48.74890818	47.85467819	0
49.73562353	40.84897465	0
46.56010459	37.99393663	0
49.86305738	28.91351424	0
50.12292844	28.33834979	0
47.96622205	43.65645519	0
50.8403731	34.17553227	0
46.82795988	48.70176336	0
48.37625182	45.14016392	0
48.01304284	31.08937118	0
51.17562536	50.03689249	0
51.0040003	42.40288045	0
51.1597831	45.44425347	0
52.44286639	26.57083779	0
45.55228442	38.52215751	0
51.79490598	44.09069344	0
43.65911208	37.11345481	0
51.56612259	44.5806064	0
49.70496901	39.70636054	0
52.61375135	51.75409125	0
47.54400278	40.94737743	0
47.23393785	39.08003019	0
52.51650135	45.76520506	0
51.72918362	36.25192231	0
54.86176305	41.43293846	0
52.67398264	45.2725909	0
50.12246801	44.53223038	0
46.24958946	47.71620762	0
54.71969088	38.36265033	0
44.29446689	27.98484739	0
47.99844545	34.48889866	0
52.73392743	52.32379873	0
53.04216428	28.81850843	0
52.25422582	35.39169949	0
54.17456704	25.04681571	0
48.75641493	48.71095835	0
45.57760475	45.37054348	0
51.78585424	36.42718649	0
47.75246579	45.09657639	0
52.62214826	33.50623511	0
52.98966825	49.31485374	0
52.19351023	48.27602435	0
48.8917375	48.22170023	0
51.37714778	39.41962415	0
49.02096533	43.4313075	0
45.47075731	34.89683432	0
53.64303105	43.55419161	0
49.95742883	41.80907364	0
50.86283535	46.89487933	0
49.75243782	43.19606443	0
51.51558424	42.43574505	0
53.72249815	36.60915591	0
49.51491986	54.71897122	0
50.43793534	38.2705026	0
19.91542493	20.99339104	1
22.76300736	22.49994173	1
9.289116204	18.70607098	1
13.06799848	20.96957592	1
15.42577254	24.65883204	1
26.96530489	19.37387656	1
21.80042091	20.77252935	1
-12.09180821	16.32289473	1
12.61318291	18.72487479	1
2.216339706	24.92196705	1
14.85993041	19.49823177	1
